Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date,Year,Month,Gender,Units Purchased,Price per Unit (₹),Brand Name,Country,State
Skinceuticals,Cleanser,1014.64,3.3,33,Combination,18-25,Lactic Acid,Retinol,Oiliness,9/5/2024,2024,September,Male,5,202.928,Skinceuticals,India,Delhi
Neutrogena,Exfoliant,983.36,4.4,320,Oily,36-45,Squalane,Tea Tree Oil,Fine lines,9/10/2024,2024,September,Female,3,327.7866667,Neutrogena,USA,Los Angeles
Paula's Choice,Moisturizer,2013.13,5,29,Acne-prone,18-25,Tea Tree Oil,Salicylic Acid,Dryness,7/15/2025,2025,July,Female,2,1006.565,Paula's Choice,India,Delhi
Glossier,Eye Cream,1658.5,4.7,311,Sensitive,56+,Hyaluronic Acid,Benzoyl Peroxide,Redness,1/5/2024,2024,January,Female,1,1658.5,Glossier,India,Delhi
La Roche-Posay,Moisturizer,1241.63,3.1,86,Combination,36-45,Bakuchiol,Lactic Acid,Redness,5/2/2025,2025,May,Male,4,310.4075,La Roche-Posay,India,Delhi
Origins,Sunscreen,1523.4,5,70,Sensitive,26-35,Alpha Arbutin,Bakuchiol,Dullness,7/6/2025,2025,July,Male,3,507.8,Origins,India,Delhi
Origins,Serum,1967.65,3.8,19,Normal,56+,Titanium Dioxide,Peptides,Anti-aging,11/3/2024,2024,November,Male,2,983.825,Origins,India,Delhi
Drunk Elephant,Toner,1902.35,5,288,Sensitive,36-45,Alpha Arbutin,Hyaluronic Acid,Dullness,7/14/2024,2024,July,Male,3,634.1166667,Drunk Elephant,India,Delhi
Glossier,Sunscreen,912.02,4.8,93,Sensitive,56+,Hyaluronic Acid,Azelaic Acid,Dryness,12/5/2024,2024,December,Female,3,304.0066667,Glossier,India,Delhi
Youth to the People,Sunscreen,1281.94,3.5,110,Acne-prone,18-25,Glycolic Acid,Benzoyl Peroxide,Oiliness,4/6/2024,2024,April,Female,5,256.388,Youth to the People,USA,Los Angeles
CeraVe,Eye Cream,2289.53,4.3,187,Oily,18-25,Bakuchiol,Lactic Acid,Dryness,2/28/2025,2025,February,Female,5,457.906,CeraVe,India,Delhi
Tatcha,Exfoliant,2348.55,5,40,Dry,26-35,Niacinamide,Hyaluronic Acid,Dullness,4/27/2025,2025,April,Female,5,469.71,Tatcha,India,Delhi
Paula's Choice,Facial Oil,2488.75,4.4,39,Oily,26-35,Squalane,Salicylic Acid,Acne,8/17/2025,2025,August,Male,2,1244.375,Paula's Choice,India,Delhi
Clinique,Cleanser,1722.21,4.2,92,Sensitive,26-35,Salicylic Acid,Benzoyl Peroxide,Pores,7/12/2025,2025,July,Male,3,574.07,Clinique,USA,Chicago
Fresh,Moisturizer,930.53,3.7,29,Oily,18-25,Zinc Oxide,Jojoba Oil,Fine lines,1/29/2024,2024,January,Male,1,930.53,Fresh,India,Delhi
Fenty Beauty,Serum,1828.12,4.7,92,Normal,36-45,Alpha Arbutin,Benzoyl Peroxide,Dullness,4/19/2024,2024,April,Female,4,457.03,Fenty Beauty,India,Delhi
The Ordinary,Moisturizer,1162.93,3.7,9,Oily,26-35,Hyaluronic Acid,Ceramides,Acne,11/8/2023,2023,November,Male,5,232.586,The Ordinary,Canada,Toronto
Aveeno,Cleanser,909.82,3.2,39,Oily,18-25,Niacinamide,Tea Tree Oil,Redness,10/14/2024,2024,October,Male,5,181.964,Aveeno,India,Delhi
Glossier,Exfoliant,1053.95,5,19,Sensitive,18-25,Tea Tree Oil,Lactic Acid,Acne,9/13/2024,2024,September,Female,3,351.3166667,Glossier,India,Delhi
Clinique,Eye Cream,3304.36,5,84,Acne-prone,36-45,Salicylic Acid,Ceramides,Dryness,11/25/2024,2024,November,Female,3,1101.453333,Clinique,USA,Chicago
Fresh,Cleanser,912.21,4.9,19,Oily,56+,Azelaic Acid,Alpha Arbutin,Hyperpigmentation,1/26/2024,2024,January,Male,2,456.105,Fresh,India,Delhi
Paula's Choice,Eye Cream,2764.17,5,26,Combination,18-25,Salicylic Acid,Titanium Dioxide,Dullness,11/26/2023,2023,November,Male,2,1382.085,Paula's Choice,India,Delhi
L'Oreal,Serum,1462.72,3.8,255,Combination,36-45,Glycolic Acid,Vitamin C,Dark spots,10/28/2024,2024,October,Male,5,292.544,L'Oreal,France,Paris
Kiehl's,Sunscreen,1662.29,3.4,399,Combination,36-45,Alpha Arbutin,Vitamin C,Uneven texture,4/25/2024,2024,April,Male,3,554.0966667,Kiehl's,USA,New York
Rare Beauty,Eye Cream,1713.84,5,7,Combination,36-45,Niacinamide,Alpha Arbutin,Pores,8/13/2024,2024,August,Male,1,1713.84,Rare Beauty,USA,California
Glossier,Serum,1860.43,4.6,12,Normal,26-35,Glycolic Acid,Benzoyl Peroxide,Hyperpigmentation,11/14/2023,2023,November,Male,4,465.1075,Glossier,India,Delhi
Youth to the People,Moisturizer,2042.42,3.2,95,Oily,56+,Ceramides,Retinol,Dryness,3/28/2024,2024,March,Female,3,680.8066667,Youth to the People,USA,Los Angeles
CeraVe,Exfoliant,2249.13,5,24,Dry,56+,Lactic Acid,Benzoyl Peroxide,Uneven texture,8/3/2025,2025,August,Female,3,749.71,CeraVe,India,Delhi
Youth to the People,Facial Oil,1891.13,3.7,236,Dry,46-55,Tea Tree Oil,Benzoyl Peroxide,Fine lines,5/26/2025,2025,May,Female,2,945.565,Youth to the People,USA,Los Angeles
Glossier,Eye Cream,2586.67,4.6,53,Acne-prone,18-25,Bakuchiol,Titanium Dioxide,Redness,5/26/2025,2025,May,Male,4,646.6675,Glossier,India,Delhi
Paula's Choice,Serum,1306.06,3.8,124,Combination,18-25,Peptides,Glycolic Acid,Oiliness,2/7/2024,2024,February,Female,5,261.212,Paula's Choice,India,Delhi
Kiehl's,Cleanser,1236.66,4.6,45,Dry,26-35,Niacinamide,Salicylic Acid,Sensitivity,1/22/2024,2024,January,Male,3,412.22,Kiehl's,USA,New York
Tatcha,Moisturizer,2624.25,5,4,Acne-prone,56+,Jojoba Oil,Ceramides,Oiliness,7/11/2025,2025,July,Male,5,524.85,Tatcha,India,Delhi
Aveeno,Serum,1197.32,3.4,579,Dry,18-25,Vitamin C,Lactic Acid,Dryness,5/16/2024,2024,May,Female,3,399.1066667,Aveeno,India,Delhi
The Ordinary,Exfoliant,1060.91,3.9,34,Oily,26-35,Azelaic Acid,Zinc Oxide,Fine lines,7/21/2025,2025,July,Male,5,212.182,The Ordinary,Canada,Toronto
Fenty Beauty,Moisturizer,1982.89,3.9,40,Oily,36-45,Squalane,Hyaluronic Acid,Uneven texture,7/27/2024,2024,July,Male,4,495.7225,Fenty Beauty,India,Delhi
Glossier,Moisturizer,1079.08,3.9,138,Acne-prone,56+,Bakuchiol,Alpha Arbutin,Dark spots,3/8/2024,2024,March,Female,2,539.54,Glossier,India,Delhi
Skinceuticals,Sunscreen,2329.01,4.5,18,Sensitive,36-45,Glycolic Acid,Niacinamide,Dullness,1/10/2025,2025,January,Female,4,582.2525,Skinceuticals,India,Delhi
Drunk Elephant,Moisturizer,2332.03,4.6,123,Combination,36-45,Azelaic Acid,Retinol,Pores,5/11/2025,2025,May,Female,1,2332.03,Drunk Elephant,India,Delhi
Olay,Sunscreen,831.83,3.7,49,Dry,36-45,Squalane,Ceramides,Fine lines,6/16/2025,2025,June,Male,2,415.915,Olay,USA,Ohio
The Ordinary,Moisturizer,2015.44,5,48,Oily,36-45,Alpha Arbutin,Hyaluronic Acid,Acne,5/18/2024,2024,May,Female,4,503.86,The Ordinary,Canada,Toronto
CeraVe,Cleanser,956.87,3.6,25,Sensitive,46-55,Vitamin C,Benzoyl Peroxide,Redness,8/9/2025,2025,August,Female,1,956.87,CeraVe,India,Delhi
Estee Lauder,Face Mask,848.88,3.5,121,Sensitive,26-35,Niacinamide,Kojic Acid,Sensitivity,8/1/2025,2025,August,Male,3,282.96,Estee Lauder,USA,New York
CeraVe,Facial Oil,1790.56,5,188,Sensitive,46-55,Kojic Acid,Glycolic Acid,Dryness,3/7/2025,2025,March,Female,3,596.8533333,CeraVe,India,Delhi
Tatcha,Serum,2764.92,5,13,Acne-prone,26-35,Benzoyl Peroxide,Vitamin C,Anti-aging,1/18/2025,2025,January,Female,5,552.984,Tatcha,India,Delhi
Neutrogena,Sunscreen,1225.68,4.6,53,Dry,26-35,Zinc Oxide,Lactic Acid,Uneven texture,6/21/2024,2024,June,Female,2,612.84,Neutrogena,USA,Los Angeles
La Roche-Posay,Serum,2484.34,4.5,5,Dry,18-25,Bakuchiol,Niacinamide,Dryness,11/21/2024,2024,November,Male,3,828.1133333,La Roche-Posay,India,Delhi
Olay,Eye Cream,2250.15,5,36,Normal,46-55,Alpha Arbutin,Azelaic Acid,Acne,10/11/2024,2024,October,Male,2,1125.075,Olay,USA,Ohio
La Roche-Posay,Moisturizer,1154.67,4.5,118,Normal,46-55,Alpha Arbutin,Azelaic Acid,Dark spots,12/21/2023,2023,December,Male,3,384.89,La Roche-Posay,India,Delhi
Tatcha,Serum,3520.73,5,287,Normal,46-55,Benzoyl Peroxide,Hyaluronic Acid,Dark spots,10/25/2023,2023,October,Male,5,704.146,Tatcha,India,Delhi
Skinceuticals,Sunscreen,1707.09,4.6,685,Normal,36-45,Jojoba Oil,Lactic Acid,Redness,8/21/2024,2024,August,Female,4,426.7725,Skinceuticals,India,Delhi
Fresh,Toner,937.95,4.7,413,Normal,18-25,Alpha Arbutin,Kojic Acid,Oiliness,12/8/2024,2024,December,Male,5,187.59,Fresh,India,Delhi
Tatcha,Toner,1733.45,4,261,Sensitive,36-45,Vitamin C,Squalane,Oiliness,9/4/2024,2024,September,Male,1,1733.45,Tatcha,India,Delhi
The Ordinary,Toner,807.01,3.3,30,Acne-prone,46-55,Salicylic Acid,Squalane,Uneven texture,4/16/2024,2024,April,Female,3,269.0033333,The Ordinary,Canada,Toronto
L'Oreal,Facial Oil,2339.29,4.4,61,Combination,46-55,Vitamin C,Ceramides,Pores,9/8/2024,2024,September,Female,1,2339.29,L'Oreal,France,Paris
Glossier,Exfoliant,1993.75,4.3,310,Oily,18-25,Hyaluronic Acid,Peptides,Oiliness,10/11/2023,2023,October,Female,1,1993.75,Glossier,India,Delhi
Aveeno,Serum,2694.56,5,215,Oily,18-25,Jojoba Oil,Vitamin C,Fine lines,7/20/2024,2024,July,Male,2,1347.28,Aveeno,India,Delhi
CeraVe,Face Mask,520.66,4.2,131,Combination,46-55,Vitamin C,Peptides,Pores,9/28/2024,2024,September,Male,3,173.5533333,CeraVe,India,Delhi
Skinceuticals,Facial Oil,3837.72,5,32,Sensitive,26-35,Bakuchiol,Jojoba Oil,Pores,10/19/2024,2024,October,Male,1,3837.72,Skinceuticals,India,Delhi
Skinceuticals,Cleanser,970.01,3.4,33,Oily,56+,Niacinamide,Bakuchiol,Fine lines,5/16/2025,2025,May,Female,4,242.5025,Skinceuticals,India,Delhi
Kiehl's,Facial Oil,4044.33,5,28,Dry,46-55,Titanium Dioxide,Peptides,Dullness,1/24/2025,2025,January,Female,1,4044.33,Kiehl's,USA,New York
Glossier,Facial Oil,1256.35,4.9,78,Acne-prone,56+,Kojic Acid,Glycolic Acid,Acne,8/19/2025,2025,August,Male,4,314.0875,Glossier,India,Delhi
Skinceuticals,Sunscreen,1652.91,4.1,190,Oily,18-25,Hyaluronic Acid,Tea Tree Oil,Sensitivity,1/4/2025,2025,January,Female,2,826.455,Skinceuticals,India,Delhi
Kiehl's,Face Mask,1602.4,4.1,184,Acne-prone,18-25,Vitamin C,Titanium Dioxide,Sensitivity,9/13/2024,2024,September,Female,1,1602.4,Kiehl's,USA,New York
Olay,Serum,2407.36,5,34,Oily,56+,Tea Tree Oil,Benzoyl Peroxide,Sensitivity,11/23/2024,2024,November,Female,5,481.472,Olay,USA,Ohio
Clinique,Cleanser,948.03,3.4,188,Oily,46-55,Ceramides,Bakuchiol,Pores,7/14/2024,2024,July,Male,2,474.015,Clinique,USA,Chicago
Clinique,Eye Cream,2151.88,3.9,83,Normal,46-55,Jojoba Oil,Retinol,Dark spots,10/6/2023,2023,October,Female,4,537.97,Clinique,USA,Chicago
Estee Lauder,Facial Oil,3275.75,5,23,Sensitive,26-35,Niacinamide,Kojic Acid,Oiliness,8/24/2024,2024,August,Female,2,1637.875,Estee Lauder,USA,New York
Fresh,Exfoliant,1771.04,5,6,Combination,26-35,Bakuchiol,Salicylic Acid,Sensitivity,11/3/2023,2023,November,Male,1,1771.04,Fresh,India,Delhi
Youth to the People,Eye Cream,2361,5,262,Normal,36-45,Peptides,Salicylic Acid,Redness,4/20/2024,2024,April,Male,3,787,Youth to the People,USA,Los Angeles
Clinique,Toner,1047.49,3.7,40,Sensitive,26-35,Squalane,Ceramides,Redness,4/11/2024,2024,April,Female,3,349.1633333,Clinique,USA,Chicago
Fresh,Eye Cream,3205.34,5,99,Sensitive,26-35,Squalane,Kojic Acid,Anti-aging,4/19/2025,2025,April,Female,4,801.335,Fresh,India,Delhi
Clinique,Serum,1951.2,4.5,4,Acne-prone,56+,Bakuchiol,Titanium Dioxide,Fine lines,9/24/2023,2023,September,Male,4,487.8,Clinique,USA,Chicago
The Ordinary,Toner,1429.27,4.5,263,Combination,26-35,Squalane,Niacinamide,Dryness,3/13/2025,2025,March,Male,3,476.4233333,The Ordinary,Canada,Toronto
Skinceuticals,Exfoliant,2034.12,4.2,8,Acne-prone,46-55,Kojic Acid,Benzoyl Peroxide,Dullness,3/3/2024,2024,March,Female,4,508.53,Skinceuticals,India,Delhi
CeraVe,Serum,2075.17,5,38,Oily,56+,Vitamin C,Alpha Arbutin,Dullness,12/1/2024,2024,December,Female,2,1037.585,CeraVe,India,Delhi
Drunk Elephant,Serum,2018.36,4.7,10,Normal,18-25,Azelaic Acid,Vitamin C,Dryness,2/3/2025,2025,February,Female,5,403.672,Drunk Elephant,India,Delhi
Estee Lauder,Moisturizer,3056.57,4.8,68,Combination,26-35,Hyaluronic Acid,Retinol,Fine lines,9/9/2024,2024,September,Female,5,611.314,Estee Lauder,USA,New York
Origins,Facial Oil,1896.05,5,35,Sensitive,56+,Glycolic Acid,Peptides,Sensitivity,11/4/2023,2023,November,Male,2,948.025,Origins,India,Delhi
Olay,Serum,1899.69,4.4,159,Combination,36-45,Salicylic Acid,Benzoyl Peroxide,Acne,12/14/2023,2023,December,Female,5,379.938,Olay,USA,Ohio
Drunk Elephant,Eye Cream,3612,5,9,Normal,18-25,Alpha Arbutin,Tea Tree Oil,Dryness,11/20/2024,2024,November,Female,1,3612,Drunk Elephant,India,Delhi
Estee Lauder,Toner,2092.31,5,4,Oily,56+,Vitamin C,Lactic Acid,Redness,4/25/2024,2024,April,Male,2,1046.155,Estee Lauder,USA,New York
Clinique,Night Cream,4038.43,5,164,Acne-prone,56+,Benzoyl Peroxide,Kojic Acid,Sensitivity,12/28/2023,2023,December,Female,4,1009.6075,Clinique,USA,Chicago
Origins,Exfoliant,1673.74,3.6,122,Normal,18-25,Hyaluronic Acid,Benzoyl Peroxide,Uneven texture,9/23/2024,2024,September,Male,2,836.87,Origins,India,Delhi
Glossier,Facial Oil,2292.2,4.4,23,Sensitive,18-25,Azelaic Acid,Kojic Acid,Anti-aging,6/16/2025,2025,June,Female,3,764.0666667,Glossier,India,Delhi
Neutrogena,Exfoliant,2074.06,5,20,Acne-prone,26-35,Lactic Acid,Jojoba Oil,Dullness,6/3/2025,2025,June,Female,4,518.515,Neutrogena,USA,Los Angeles
The Ordinary,Cleanser,1210.19,3.3,62,Normal,56+,Niacinamide,Azelaic Acid,Uneven texture,1/3/2024,2024,January,Male,3,403.3966667,The Ordinary,Canada,Toronto
Kiehl's,Moisturizer,1821.68,4.2,193,Dry,56+,Ceramides,Benzoyl Peroxide,Pores,12/6/2024,2024,December,Male,4,455.42,Kiehl's,USA,New York
Rare Beauty,Toner,1370.64,3.9,25,Dry,46-55,Benzoyl Peroxide,Kojic Acid,Dullness,4/5/2024,2024,April,Female,5,274.128,Rare Beauty,USA,California
Paula's Choice,Face Mask,955.6,4.6,10,Acne-prone,18-25,Niacinamide,Hyaluronic Acid,Uneven texture,7/1/2024,2024,July,Female,2,477.8,Paula's Choice,India,Delhi
Drunk Elephant,Serum,1824.45,3.7,87,Normal,26-35,Benzoyl Peroxide,Zinc Oxide,Uneven texture,3/4/2025,2025,March,Female,1,1824.45,Drunk Elephant,India,Delhi
Skinceuticals,Sunscreen,1119.81,3.9,34,Dry,36-45,Retinol,Benzoyl Peroxide,Acne,8/23/2024,2024,August,Male,4,279.9525,Skinceuticals,India,Delhi
Clinique,Serum,3797.58,5,10,Oily,26-35,Hyaluronic Acid,Tea Tree Oil,Uneven texture,7/12/2024,2024,July,Female,4,949.395,Clinique,USA,Chicago
Drunk Elephant,Cleanser,1227.94,3.5,280,Sensitive,18-25,Benzoyl Peroxide,Peptides,Dullness,11/5/2023,2023,November,Male,3,409.3133333,Drunk Elephant,India,Delhi
CeraVe,Toner,1377.21,5,355,Combination,46-55,Ceramides,Titanium Dioxide,Dark spots,9/17/2025,2025,September,Male,5,275.442,CeraVe,India,Delhi
Aveeno,Face Mask,919.29,3.6,9,Acne-prone,26-35,Retinol,Alpha Arbutin,Fine lines,6/4/2024,2024,June,Female,3,306.43,Aveeno,India,Delhi
Fenty Beauty,Toner,1081.78,4.8,105,Oily,46-55,Titanium Dioxide,Bakuchiol,Oiliness,1/20/2024,2024,January,Male,3,360.5933333,Fenty Beauty,India,Delhi
La Roche-Posay,Sunscreen,1323.01,4.3,41,Normal,26-35,Azelaic Acid,Peptides,Redness,7/24/2025,2025,July,Female,5,264.602,La Roche-Posay,India,Delhi
Neutrogena,Face Mask,722.18,3,31,Dry,56+,Retinol,Hyaluronic Acid,Dullness,4/2/2025,2025,April,Female,1,722.18,Neutrogena,USA,Los Angeles
CeraVe,Night Cream,2109.35,4.4,149,Sensitive,26-35,Azelaic Acid,Glycolic Acid,Dryness,2/8/2025,2025,February,Female,3,703.1166667,CeraVe,India,Delhi
L'Oreal,Toner,1029.26,4.3,6,Dry,46-55,Tea Tree Oil,Alpha Arbutin,Anti-aging,8/25/2024,2024,August,Female,3,343.0866667,L'Oreal,France,Paris
L'Oreal,Toner,1343.44,3.3,70,Oily,18-25,Zinc Oxide,Kojic Acid,Dark spots,8/17/2024,2024,August,Female,4,335.86,L'Oreal,France,Paris
Rare Beauty,Sunscreen,1491.89,3.8,29,Sensitive,18-25,Tea Tree Oil,Zinc Oxide,Sensitivity,2/2/2025,2025,February,Male,5,298.378,Rare Beauty,USA,California
Neutrogena,Sunscreen,749.31,3.5,29,Acne-prone,26-35,Salicylic Acid,Benzoyl Peroxide,Fine lines,1/30/2024,2024,January,Male,2,374.655,Neutrogena,USA,Los Angeles
L'Oreal,Serum,1954.89,3.7,52,Acne-prone,36-45,Bakuchiol,Zinc Oxide,Dark spots,5/23/2024,2024,May,Female,1,1954.89,L'Oreal,France,Paris
Estee Lauder,Cleanser,1404.68,5,8,Normal,56+,Kojic Acid,Glycolic Acid,Dullness,11/14/2024,2024,November,Female,1,1404.68,Estee Lauder,USA,New York
Youth to the People,Sunscreen,1474.73,5,26,Dry,26-35,Alpha Arbutin,Ceramides,Pores,3/17/2024,2024,March,Male,5,294.946,Youth to the People,USA,Los Angeles
Neutrogena,Night Cream,3328.42,5,8,Combination,26-35,Vitamin C,Alpha Arbutin,Pores,2/2/2025,2025,February,Male,4,832.105,Neutrogena,USA,Los Angeles
CeraVe,Night Cream,2602.88,5,45,Dry,46-55,Peptides,Zinc Oxide,Sensitivity,6/18/2024,2024,June,Male,4,650.72,CeraVe,India,Delhi
Fenty Beauty,Night Cream,1446.8,3.8,188,Acne-prone,18-25,Squalane,Titanium Dioxide,Dullness,9/5/2025,2025,September,Male,5,289.36,Fenty Beauty,India,Delhi
Olay,Toner,597.71,3.5,99,Dry,46-55,Jojoba Oil,Azelaic Acid,Sensitivity,11/16/2023,2023,November,Female,4,149.4275,Olay,USA,Ohio
Glossier,Face Mask,868.9,4,76,Sensitive,46-55,Ceramides,Hyaluronic Acid,Dark spots,3/8/2024,2024,March,Female,1,868.9,Glossier,India,Delhi
Skinceuticals,Moisturizer,1385.96,2.7,178,Acne-prone,56+,Titanium Dioxide,Salicylic Acid,Dark spots,5/10/2025,2025,May,Male,1,1385.96,Skinceuticals,India,Delhi
Skinceuticals,Face Mask,1576.48,3.9,128,Combination,46-55,Glycolic Acid,Retinol,Anti-aging,7/24/2025,2025,July,Female,2,788.24,Skinceuticals,India,Delhi
Aveeno,Cleanser,879.75,5,39,Sensitive,26-35,Zinc Oxide,Hyaluronic Acid,Acne,9/24/2024,2024,September,Male,5,175.95,Aveeno,India,Delhi
CeraVe,Facial Oil,2131.93,5,255,Acne-prone,56+,Jojoba Oil,Azelaic Acid,Redness,5/28/2025,2025,May,Female,3,710.6433333,CeraVe,India,Delhi
Aveeno,Moisturizer,1279.33,3.6,45,Oily,26-35,Retinol,Ceramides,Fine lines,2/2/2025,2025,February,Male,3,426.4433333,Aveeno,India,Delhi
Drunk Elephant,Toner,1810.54,3.8,13,Normal,26-35,Ceramides,Zinc Oxide,Acne,9/21/2023,2023,September,Female,2,905.27,Drunk Elephant,India,Delhi
Aveeno,Serum,1844.19,3.4,21,Oily,26-35,Benzoyl Peroxide,Lactic Acid,Uneven texture,6/11/2024,2024,June,Male,2,922.095,Aveeno,India,Delhi
Fresh,Toner,1050.84,3.3,293,Acne-prone,26-35,Titanium Dioxide,Vitamin C,Hyperpigmentation,6/4/2025,2025,June,Male,4,262.71,Fresh,India,Delhi
Fresh,Facial Oil,1738,3.5,67,Acne-prone,26-35,Zinc Oxide,Azelaic Acid,Dryness,6/12/2024,2024,June,Female,2,869,Fresh,India,Delhi
Estee Lauder,Night Cream,4452.96,5,36,Sensitive,46-55,Alpha Arbutin,Azelaic Acid,Anti-aging,7/24/2025,2025,July,Male,2,2226.48,Estee Lauder,USA,New York
Tatcha,Exfoliant,2858.09,5,31,Sensitive,46-55,Tea Tree Oil,Titanium Dioxide,Pores,12/19/2024,2024,December,Female,3,952.6966667,Tatcha,India,Delhi
Estee Lauder,Eye Cream,2096.89,5,28,Oily,56+,Jojoba Oil,Squalane,Sensitivity,10/8/2024,2024,October,Female,4,524.2225,Estee Lauder,USA,New York
La Roche-Posay,Eye Cream,1727.21,3.9,363,Acne-prone,56+,Zinc Oxide,Retinol,Redness,11/10/2023,2023,November,Male,2,863.605,La Roche-Posay,India,Delhi
Glossier,Eye Cream,2535.67,4.1,95,Combination,56+,Zinc Oxide,Azelaic Acid,Dryness,8/25/2024,2024,August,Female,2,1267.835,Glossier,India,Delhi
Paula's Choice,Toner,1012.65,3.1,168,Acne-prone,56+,Salicylic Acid,Lactic Acid,Dark spots,8/29/2024,2024,August,Female,4,253.1625,Paula's Choice,India,Delhi
Glossier,Moisturizer,1949.17,5,20,Oily,46-55,Alpha Arbutin,Azelaic Acid,Oiliness,10/13/2024,2024,October,Female,5,389.834,Glossier,India,Delhi
La Roche-Posay,Serum,2496.92,5,221,Acne-prone,36-45,Vitamin C,Benzoyl Peroxide,Pores,6/28/2025,2025,June,Female,4,624.23,La Roche-Posay,India,Delhi
The Ordinary,Facial Oil,1806.86,3.8,18,Sensitive,26-35,Tea Tree Oil,Glycolic Acid,Dryness,10/4/2024,2024,October,Female,3,602.2866667,The Ordinary,Canada,Toronto
Fenty Beauty,Cleanser,910.89,3.9,141,Normal,56+,Retinol,Azelaic Acid,Oiliness,8/8/2025,2025,August,Male,5,182.178,Fenty Beauty,India,Delhi
Aveeno,Eye Cream,2840.22,4.8,577,Combination,46-55,Benzoyl Peroxide,Retinol,Dark spots,9/2/2024,2024,September,Female,1,2840.22,Aveeno,India,Delhi
La Roche-Posay,Eye Cream,1921.13,4.7,35,Acne-prone,46-55,Bakuchiol,Peptides,Dryness,6/26/2024,2024,June,Female,4,480.2825,La Roche-Posay,India,Delhi
Clinique,Serum,4041.83,5,76,Dry,18-25,Tea Tree Oil,Alpha Arbutin,Dark spots,4/23/2025,2025,April,Female,3,1347.276667,Clinique,USA,Chicago
Glossier,Eye Cream,2212.69,4.3,98,Dry,26-35,Bakuchiol,Salicylic Acid,Anti-aging,1/19/2024,2024,January,Female,5,442.538,Glossier,India,Delhi
Fresh,Moisturizer,911.18,4.1,27,Sensitive,26-35,Peptides,Bakuchiol,Pores,12/23/2024,2024,December,Female,4,227.795,Fresh,India,Delhi
Fenty Beauty,Exfoliant,1820.01,3.6,5,Combination,26-35,Titanium Dioxide,Benzoyl Peroxide,Redness,2/25/2024,2024,February,Male,2,910.005,Fenty Beauty,India,Delhi
CeraVe,Sunscreen,869.06,4.4,11,Normal,46-55,Peptides,Salicylic Acid,Oiliness,4/17/2025,2025,April,Female,4,217.265,CeraVe,India,Delhi
CeraVe,Cleanser,1244.64,4.7,5,Oily,46-55,Retinol,Squalane,Acne,3/8/2025,2025,March,Male,1,1244.64,CeraVe,India,Delhi
Paula's Choice,Eye Cream,1284.89,5,20,Normal,46-55,Glycolic Acid,Alpha Arbutin,Redness,3/27/2024,2024,March,Male,4,321.2225,Paula's Choice,India,Delhi
Fenty Beauty,Eye Cream,2265.45,4.7,17,Sensitive,56+,Glycolic Acid,Titanium Dioxide,Oiliness,7/17/2025,2025,July,Male,5,453.09,Fenty Beauty,India,Delhi
Neutrogena,Facial Oil,1578.61,4.9,28,Dry,18-25,Peptides,Squalane,Pores,10/14/2023,2023,October,Male,5,315.722,Neutrogena,USA,Los Angeles
Neutrogena,Exfoliant,2295.18,5,22,Normal,46-55,Kojic Acid,Retinol,Oiliness,4/13/2025,2025,April,Female,4,573.795,Neutrogena,USA,Los Angeles
Olay,Cleanser,799.29,4.4,12,Normal,26-35,Benzoyl Peroxide,Vitamin C,Fine lines,2/23/2025,2025,February,Male,5,159.858,Olay,USA,Ohio
L'Oreal,Night Cream,2011.18,4.3,44,Sensitive,36-45,Vitamin C,Jojoba Oil,Anti-aging,9/21/2024,2024,September,Male,2,1005.59,L'Oreal,France,Paris
Drunk Elephant,Sunscreen,1971.73,2.7,17,Sensitive,26-35,Ceramides,Titanium Dioxide,Uneven texture,12/18/2023,2023,December,Female,4,492.9325,Drunk Elephant,India,Delhi
Clinique,Eye Cream,3203.24,5,17,Sensitive,36-45,Salicylic Acid,Jojoba Oil,Sensitivity,12/31/2024,2024,December,Female,2,1601.62,Clinique,USA,Chicago
Olay,Face Mask,798.83,3.5,10,Dry,46-55,Glycolic Acid,Azelaic Acid,Pores,9/16/2025,2025,September,Female,2,399.415,Olay,USA,Ohio
L'Oreal,Sunscreen,852.44,5,45,Combination,26-35,Glycolic Acid,Alpha Arbutin,Dullness,3/16/2025,2025,March,Male,3,284.1466667,L'Oreal,France,Paris
Origins,Night Cream,2169.33,3.7,22,Sensitive,26-35,Titanium Dioxide,Zinc Oxide,Uneven texture,7/6/2024,2024,July,Female,4,542.3325,Origins,India,Delhi
Glossier,Face Mask,894.92,1.8,257,Combination,26-35,Glycolic Acid,Bakuchiol,Fine lines,5/5/2024,2024,May,Female,5,178.984,Glossier,India,Delhi
Kiehl's,Night Cream,2798.57,4.7,47,Sensitive,56+,Tea Tree Oil,Azelaic Acid,Sensitivity,1/30/2025,2025,January,Male,2,1399.285,Kiehl's,USA,New York
Olay,Face Mask,433.25,4.6,208,Normal,56+,Ceramides,Titanium Dioxide,Pores,4/3/2024,2024,April,Female,3,144.4166667,Olay,USA,Ohio
Paula's Choice,Facial Oil,1729.29,5,99,Dry,36-45,Retinol,Titanium Dioxide,Dark spots,12/23/2024,2024,December,Female,4,432.3225,Paula's Choice,India,Delhi
